% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	30	1	1	26	3	1794	318734	1794	318734	0.003	0	0.003	0.003	177.667	16.4024	141	185	
0	30	1	2	37	3	1794	318734	1794	318734	0.003	0	0.003	0.003	177.667	16.4024	141	185	
0	30	1	3	28	3	1794	318734	1794	318734	0.003	0	0.003	0.003	177.667	16.4024	141	185	
0	30	1	4	46	3	1794	318734	1794	318734	0.003	0	0.003	0.003	177.667	16.4024	141	185	
0	30	1	5	36	3	1794	318734	1794	318734	0.003	0	0.003	0.003	177.667	16.4024	141	185	
0	30	1	6	44	3	1794	318734	1794	318734	0.003	0	0.003	0.003	177.667	16.4024	141	185	
0	30	1	7	3	3	1794	318734	1794	318734	0.003	0	0.003	0.003	177.667	16.4024	141	185	
0	30	1	8	34	3	1794	318734	1794	318734	0.003	0	0.003	0.003	177.667	16.4024	141	185	
0	30	1	9	2	3	1794	318734	1794	318734	0.003	0	0.003	0.003	177.667	16.4024	141	185	
0	30	1	10	4	3	1794	318734	1794	318734	0.003	0	0.003	0.003	177.667	16.4024	141	185	
0	30	1	11	13	3	1794	318734	1794	318734	0.003	0	0.003	0.003	177.667	16.4024	141	185	
0	30	1	12	49	3	1794	318734	1794	318734	0.003	0	0.003	0.003	177.667	16.4024	141	185	
0	30	1	13	50	3	1794	318734	1794	318734	0.003	0	0.003	0.003	177.667	16.4024	141	185	
0	30	1	14	16	3	1794	318734	1794	318734	0.003	0	0.003	0.003	177.667	16.4024	141	185	
0	30	1	15	1	3	1794	318734	1794	318734	0.003	0	0.003	0.003	177.667	16.4024	141	185	
0	30	1	16	35	3	1794	318734	1794	318734	0.003	0	0.003	0.003	177.667	16.4024	141	185	
0	30	1	17	27	3	1794	318734	1794	318734	0.003	0	0.003	0.003	177.667	16.4024	141	185	
0	30	1	18	14	3	1794	318734	1794	318734	0.003	0	0.003	0.003	177.667	16.4024	141	185	
0	30	1	19	43	3	1794	318734	1794	318734	0.003	0	0.003	0.003	177.667	16.4024	141	185	
0	30	1	20	51	3	1794	318734	1794	318734	0.003	0	0.003	0.003	177.667	16.4024	141	185	
0	30	1	21	53	3	1794	318734	1794	318734	0.0030078	0.000233658	0.003	0.01	177.667	16.4024	141	185	
0	30	1	22	48	3	1794	318734	1794	318734	0.01	0	0.01	0.01	177.667	16.4024	141	185	
0	30	1	23	15	3	1494	318134	1494	318134	0.01	0	0.01	0.01	212.941	127.928	149	615	
0	30	1	24	25	3	1198	317542	1198	317542	0.01	0	0.01	0.01	265.06	229.21	133	663	
0	30	1	25	45	3	1497	318140	1497	318140	0.01	0	0.01	0.01	212.518	199.422	41	612	
